Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,KeyMeaning,Conjugations
このコンポーネント用に新しいファイルを作成してください。,Create a new file for this component.,ファイル,このコンポーネント用【よう】に新【あたら】しいファイルを作成【さくせい】してください。,このコンポーネント用【よう】に新【あたら】しいファイルを作成【さくせい】してください。,Development - File,file,"<details class=""conjugation-section""><summary>Conjugations for ファイル (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>ファイルする</td></tr><tr><td>Polite ます形</td><td>ファイルします</td></tr><tr><td>Negative ない形</td><td>ファイルしない</td></tr><tr><td>Te-form て形</td><td>ファイルして</td></tr><tr><td>Past た形</td><td>ファイルした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>ファイルできる</td></tr><tr><td>Passive 受身形</td><td>ファイルされる</td></tr><tr><td>Causative 使役形</td><td>ファイルさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>ファイルさせられる</td></tr><tr><td>Conditional 仮定形</td><td>ファイルすれば</td></tr><tr><td>Conditional たら形</td><td>ファイルしたら</td></tr><tr><td>Volitional 意向形</td><td>ファイルしよう</td></tr><tr><td>Imperative 命令形</td><td>ファイルしろ</td></tr><tr><td>Want to たい形</td><td>ファイルしたい</td></tr><tr><td>Should べき形</td><td>ファイルすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>ファイルなさる</td></tr><tr><td>Humble 謙譲語</td><td>ファイルいたす</td></tr></table></details>"
componentsフォルダに入れてください。,Put it in the components folder.,フォルダ,componentsフォルダに入【い】れてください。,componentsフォルダに入【い】れてください。,Development - Folder,folder,
この関数はユーザー認証を処理します。,This function handles user authentication.,関数,この関数【かんすう】はユーザー認証【にんしょう】を処理【しょり】します。,この関数【かんすう】はユーザー認証【にんしょう】を処理【しょり】します。,Development - Function,function,
この変数をより説明的にリネームしてください。,Rename this variable to be more descriptive.,変数,この変数【へんすう】をより説明的【せつめいてき】にリネームしてください。,この変数【へんすう】をより説明的【せつめいてき】にリネームしてください。,Development - Variable,variable,
これを上部で定数として定義してください。,Define this as a constant at the top.,定数,これを上部【じょうぶ】で定数【ていすう】として定義【ていぎ】してください。,これを上部【じょうぶ】で定数【ていすう】として定義【ていぎ】してください。,Development - Constant,constant,
数値を文字列に変換してください。,Convert the number to a string.,文字列,数値【すうち】を文字列【もじれつ】に変換【へんかん】してください。,数値【すうち】を文字列【もじれつ】に変換【へんかん】してください。,Data - Type,string,
IDは文字列ではなく数値であるべきです。,"The ID should be a number, not a string.",数値,IDは文字列【もじれつ】ではなく数値【すうち】であるべきです。,IDは文字列【もじれつ】ではなく数値【すうち】であるべきです。,Data - Type,number,
isActiveフラグにはbooleanを使ってください。,Use a boolean for the isActive flag.,boolean,isActiveフラグにはbooleanを使【つか】ってください。,isActiveフラグにはbooleanを使【つか】ってください。,Data - Type,boolean,
ユーザーの配列をループしてください。,Loop through the array of users.,配列,ユーザーの配列【はいれつ】をループしてください。,ユーザーの配列【はいれつ】をループしてください。,Data - Type,array,"<details class=""conjugation-section""><summary>Conjugations for 配列 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>配列する</td></tr><tr><td>Polite ます形</td><td>配列します</td></tr><tr><td>Negative ない形</td><td>配列しない</td></tr><tr><td>Te-form て形</td><td>配列して</td></tr><tr><td>Past た形</td><td>配列した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>配列できる</td></tr><tr><td>Passive 受身形</td><td>配列される</td></tr><tr><td>Causative 使役形</td><td>配列させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>配列させられる</td></tr><tr><td>Conditional 仮定形</td><td>配列すれば</td></tr><tr><td>Conditional たら形</td><td>配列したら</td></tr><tr><td>Volitional 意向形</td><td>配列しよう</td></tr><tr><td>Imperative 命令形</td><td>配列しろ</td></tr><tr><td>Want to たい形</td><td>配列したい</td></tr><tr><td>Should べき形</td><td>配列すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>配列なさる</td></tr><tr><td>Humble 謙譲語</td><td>配列いたす</td></tr></table></details>"
レスポンスはJSONオブジェクトです。,The response is a JSON object.,オブジェクト,レスポンスはJSONオブジェクトです。,レスポンスはJSONオブジェクトです。,Data - Type,object,
まず値がnullかどうか確認してください。,Check if the value is null first.,null,まず値【あたい】がnullかどうか確認【かくにん】してください。,まず、値【あたい】がnullかどうか確認【かくにん】してください。,Data - Type,null,
プロパティはundefinedです。,The property is undefined.,undefined,プロパティはundefinedです。,プロパティはundefinedです。,Data - Type,undefined,
このパラメータはどの型であるべきですか？,What type should this parameter be?,型,このパラメータはどの型【かた】であるべきですか？,このパラメータはどの型【かた】であるべきですか？,Data - Type,type,
サービス用に新しいクラスを作成してください。,Create a new class for the service.,クラス,サービス用【よう】に新【あたら】しいクラスを作成【さくせい】してください。,サービス用【よう】に新【あたら】しいクラスを作成【さくせい】してください。,Development - Class,class,
検証後にsaveメソッドを呼び出してください。,Call the save method after validation.,メソッド,検証【けんしょう】後【ご】にsaveメソッドを呼【よ】び出【だ】してください。,検証【けんしょう】後【ご】にsaveメソッドを呼【よ】び出【だ】してください。,Development - Method,method,
limit用にオプションのパラメータを追加してください。,Add an optional parameter for the limit.,パラメータ,limit用【よう】にオプションのパラメータを追加【ついか】してください。,limit用【よう】にオプションのパラメータを追加【ついか】してください。,Development - Parameter,parameter,
ユーザーIDを引数として渡してください。,Pass the user ID as an argument.,引数,ユーザーIDを引数【ひきすう】として渡【わた】してください。,ユーザーIDを引数【ひきすう】として渡【わた】してください。,Development - Argument,argument,
この関数は何を返しますか？,What does this function return?,返しますか,この関数【かんすう】は何【なに】を返【かえ】しますか？,この関数【かんすう】は何【なに】を返【かえ】しますか？,Development - Return,will you return?,"<details class=""conjugation-section""><summary>Conjugations for 返しますか (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>返す</td></tr><tr><td>Polite ます形</td><td>返します</td></tr><tr><td>Negative ない形</td><td>返さない</td></tr><tr><td>Te-form て形</td><td>返して</td></tr><tr><td>Past た形</td><td>返した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>返せる</td></tr><tr><td>Passive 受身形</td><td>返される</td></tr><tr><td>Causative 使役形</td><td>返させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>返させられる</td></tr><tr><td>Conditional 仮定形</td><td>返せば</td></tr><tr><td>Conditional たら形</td><td>返したら</td></tr><tr><td>Volitional 意向形</td><td>返そう</td></tr><tr><td>Imperative 命令形</td><td>返せ</td></tr><tr><td>Want to たい形</td><td>返したい</td></tr><tr><td>Should べき形</td><td>返すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>返される</td></tr><tr><td>Humble 謙譲語</td><td>お返しする</td></tr></table></details>"
レスポンスを処理するためにコールバックを使ってください。,Use a callback to handle the response.,コールバック,レスポンスを処理【しょり】するためにコールバックを使【つか】ってください。,レスポンスを処理【しょり】するためにコールバックを使【つか】ってください。,Development - Callback,callback,"<details class=""conjugation-section""><summary>Conjugations for コールバック (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>コールバックする</td></tr><tr><td>Polite ます形</td><td>コールバックします</td></tr><tr><td>Negative ない形</td><td>コールバックしない</td></tr><tr><td>Te-form て形</td><td>コールバックして</td></tr><tr><td>Past た形</td><td>コールバックした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>コールバックできる</td></tr><tr><td>Passive 受身形</td><td>コールバックされる</td></tr><tr><td>Causative 使役形</td><td>コールバックさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>コールバックさせられる</td></tr><tr><td>Conditional 仮定形</td><td>コールバックすれば</td></tr><tr><td>Conditional たら形</td><td>コールバックしたら</td></tr><tr><td>Volitional 意向形</td><td>コールバックしよう</td></tr><tr><td>Imperative 命令形</td><td>コールバックしろ</td></tr><tr><td>Want to たい形</td><td>コールバックしたい</td></tr><tr><td>Should べき形</td><td>コールバックすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>コールバックなさる</td></tr><tr><td>Humble 謙譲語</td><td>コールバックいたす</td></tr></table></details>"
この関数をasyncにしてください。,Make this function async.,async,この関数【かんすう】をasyncにしてください。,この関数【かんすう】をasyncにしてください。,Communication - Async,async,
続行する前にAPIレスポンスをawaitしてください。,Await the API response before continuing.,await,続行【ぞっこう】する前【まえ】にAPIレスポンスをawaitしてください。,続行【ぞっこう】する前【まえ】にAPIレスポンスをawaitしてください。,Development - Async,await,
この関数はpromiseを返します。,The function returns a promise.,promise,この関数【かんすう】はpromiseを返【かえ】します。,この関数【かんすう】はpromiseを返【かえ】します。,Development - Promise,promise,
アイテムを反復するためにforループを使ってください。,Use a for loop to iterate through items.,ループ,アイテムを反復【はんぷく】するためにforループを使【つか】ってください。,アイテムを反復【はんぷく】するためにforループを使【つか】ってください。,Development - Loop,loop,
ユーザー権限を確認する条件を追加してください。,Add a condition to check user permissions.,条件,ユーザー権限【けんげん】を確認【かくにん】する条件【じょうけん】を追加【ついか】してください。,ユーザー権限【けんげん】を確認【かくにん】する条件【じょうけん】を追加【ついか】してください。,Development - Condition,condition,
両方のケースを処理するためにif/elseを使ってください。,Use if/else to handle both cases.,処理,両方【りょうほう】のケースを処理【しょり】するためにif/elseを使【つか】ってください。,両方【りょうほう】のケースを処理【しょり】するためにif/elseを使【つか】ってください。,Development - Handle,processing,"<details class=""conjugation-section""><summary>Conjugations for 処理 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>処理する</td></tr><tr><td>Polite ます形</td><td>処理します</td></tr><tr><td>Negative ない形</td><td>処理しない</td></tr><tr><td>Te-form て形</td><td>処理して</td></tr><tr><td>Past た形</td><td>処理した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>処理できる</td></tr><tr><td>Passive 受身形</td><td>処理される</td></tr><tr><td>Causative 使役形</td><td>処理させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>処理させられる</td></tr><tr><td>Conditional 仮定形</td><td>処理すれば</td></tr><tr><td>Conditional たら形</td><td>処理したら</td></tr><tr><td>Volitional 意向形</td><td>処理しよう</td></tr><tr><td>Imperative 命令形</td><td>処理しろ</td></tr><tr><td>Want to たい形</td><td>処理したい</td></tr><tr><td>Should べき形</td><td>処理すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>処理なさる</td></tr><tr><td>Humble 謙譲語</td><td>処理いたす</td></tr></table></details>"
ファイルの上部でReactをインポートしてください。,Import React at the top of the file.,上部,ファイルの上部【じょうぶ】でReactをインポートしてください。,ファイルの上部【じょうぶ】でReactをインポートしてください。,Development - Structure,upper,
コンポーネントをdefaultとしてエクスポートしてください。,Export the component as default.,default,コンポーネントをdefaultとしてエクスポートしてください。,コンポーネントをdefaultとしてエクスポートしてください。,Development - Default,default,
このモジュールはすべてのデータベース操作を処理します。,This module handles all database operations.,モジュール,このモジュールはすべてのデータベース操作【そうさ】を処理【しょり】します。,このモジュールはすべてのデータベース操作【そうさ】を処理【しょり】します。,Development - Module,module,
lodashパッケージをインストールしてください。,Install the lodash package.,パッケージ,lodashパッケージをインストールしてください。,lodashパッケージをインストールしてください。,Development - Package,package,"<details class=""conjugation-section""><summary>Conjugations for パッケージ (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>パッケージする</td></tr><tr><td>Polite ます形</td><td>パッケージします</td></tr><tr><td>Negative ない形</td><td>パッケージしない</td></tr><tr><td>Te-form て形</td><td>パッケージして</td></tr><tr><td>Past た形</td><td>パッケージした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>パッケージできる</td></tr><tr><td>Passive 受身形</td><td>パッケージされる</td></tr><tr><td>Causative 使役形</td><td>パッケージさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>パッケージさせられる</td></tr><tr><td>Conditional 仮定形</td><td>パッケージすれば</td></tr><tr><td>Conditional たら形</td><td>パッケージしたら</td></tr><tr><td>Volitional 意向形</td><td>パッケージしよう</td></tr><tr><td>Imperative 命令形</td><td>パッケージしろ</td></tr><tr><td>Want to たい形</td><td>パッケージしたい</td></tr><tr><td>Should べき形</td><td>パッケージすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>パッケージなさる</td></tr><tr><td>Humble 謙譲語</td><td>パッケージいたす</td></tr></table></details>"
